"index","time_stamp","stop","stopName","number","direction","plannedTime","vehicleId","tripId","delay","seq_num"
315,2018-06-27 08:02:52,2745,"Rondo Kocmyrzowskie im. Ks. Gorzelanego",52,"Czerwone Maki P+R",2018-06-27 08:01:00,"6352185295672180864","6351558574045241092",1,7
315,2018-06-27 08:02:52,2745,"Rondo Kocmyrzowskie im. Ks. Gorzelanego",52,"Os.Piastów",2018-06-27 08:02:00,"6352185295672181648","6351558574045257474",0,31
318,2018-06-27 08:03:05,576,"Kapelanka",52,"Czerwone Maki P+R",2018-06-27 07:59:00,"6352185295672181662","6351558574045224708",4,28
319,2018-06-27 08:03:17,2688,"Norymberska",52,"Os.Piastów",2018-06-27 08:02:00,"6352185295672180839","6351558574045277955",1,5
320,2018-06-27 08:03:29,112,"Stella-Sawickiego",52,"Czerwone Maki P+R",2018-06-27 08:02:00,"6352185295672180856","6351558574045236996",1,13
322,2018-06-27 08:03:38,2691,"Chmieleniec",52,"Czerwone Maki P+R",2018-06-27 08:01:00,"6352185295672181660","6351558574045220610",2,36
323,2018-06-27 08:03:44,129,"Cystersów",52,"Os.Piastów",2018-06-27 07:59:00,"6352185295672181647","6351558574045265668",4,20
324,2018-06-27 08:03:56,418,"Os.Zgody",52,"Czerwone Maki P+R",2018-06-27 08:02:00,"6352185295672180864","6351558574045241092",1,8
326,2018-06-27 08:04:04,129,"Cystersów",52,"Czerwone Maki P+R",2018-06-27 08:00:00,"6352185295672180894","6351558574045232900",4,18
328,2018-06-27 08:04:16,382,"Kleeberga",52,"Czerwone Maki P+R",2018-06-27 08:03:00,"6352185295672181637","6351558574045245187",1,3
330,2018-06-27 08:04:22,577,"Słomiana",52,"Czerwone Maki P+R",2018-06-27 08:00:00,"6352185295672181662","6351558574045224708",4,29
332,2018-06-27 08:04:34,113,"AWF",52,"Czerwone Maki P+R",2018-06-27 08:03:00,"6352185295672180856","6351558574045236996",1,14
332,2018-06-27 08:04:35,392,"DH Wanda",52,"Os.Piastów",2018-06-27 08:03:00,"6352185295672181648","6351558574045257474",1,32
333,2018-06-27 08:04:37,359,"Stradom",52,"Czerwone Maki P+R",2018-06-27 08:02:00,"6352185295672181661","6351558574045228802",2,24
334,2018-06-27 08:04:42,131,"Dworzec Główny",52,"Os.Piastów",2018-06-27 08:04:00,"6352185295672181669","6351558574045269763",0,17
335,2018-06-27 08:04:46,2687,"Grota-Roweckiego",52,"Os.Piastów",2018-06-27 08:04:00,"6352185295672180839","6351558574045277955",0,6
335,2018-06-27 08:04:47,3039,"Centrum Kongresowe ICE",52,"Os.Piastów",2018-06-27 08:04:00,"6352185295672181640","6351558574045273860",0,12
340,2018-06-27 08:05:19,130,"Białucha",52,"Os.Piastów",2018-06-27 08:01:00,"6352185295672181647","6351558574045265668",4,21
346,2018-06-27 08:05:50,388,"Dunikowskiego",52,"Czerwone Maki P+R",2018-06-27 08:05:00,"6352185295672181637","6351558574045245187",0,4
347,2018-06-27 08:05:52,361,"Orzeszkowej",52,"Czerwone Maki P+R",2018-06-27 08:04:00,"6352185295672181661","6351558574045228802",1,25
348,2018-06-27 08:05:57,584,"Kobierzyńska",52,"Czerwone Maki P+R",2018-06-27 08:02:00,"6352185295672181662","6351558574045224708",3,30
352,2018-06-27 08:06:18,2811,"Muzeum Lotnictwa",52,"Czerwone Maki P+R",2018-06-27 08:04:00,"6352185295672180856","6351558574045236996",2,15
355,2018-06-27 08:06:31,125,"Rondo Mogilskie",52,"Czerwone Maki P+R",2018-06-27 08:02:00,"6352185295672180894","6351558574045232900",4,19
356,2018-06-27 08:06:37,126,"Lubicz",52,"Os.Piastów",2018-06-27 08:06:00,"6352185295672181669","6351558574045269763",0,18
356,2018-06-27 08:06:37,3040,"TAURON Arena Kraków Wieczysta",52,"Os.Piastów",2018-06-27 08:03:00,"6352185295672181647","6351558574045265668",3,22
357,2018-06-27 08:06:43,2539,"Rondo Hipokratesa",52,"Os.Piastów",2018-06-27 08:05:00,"6352185295672181648","6351558574045257474",1,33
362,2018-06-27 08:07:04,361,"Orzeszkowej",52,"Os.Piastów",2018-06-27 08:05:00,"6352185295672181640","6351558574045273860",2,13
363,2018-06-27 08:07:11,2744,"Plac Centralny im. R.Reagana",52,"Czerwone Maki P+R",2018-06-27 08:05:00,"6352185295672180864","6351558574045241092",2,9
365,2018-06-27 08:07:17,3038,"Czerwone Maki P+R",52,"Os.Piastów",2018-06-27 08:07:00,"6352185295672180840","6351558574045216517",0,1
365,2018-06-27 08:07:21,2539,"Rondo Hipokratesa",52,"Czerwone Maki P+R",2018-06-27 08:07:00,"6352185295672181637","6351558574045245187",0,5
367,2018-06-27 08:07:28,3039,"Centrum Kongresowe ICE",52,"Czerwone Maki P+R",2018-06-27 08:06:00,"6352185295672181661","6351558574045228802",1,26
368,2018-06-27 08:07:32,2686,"Lipińskiego",52,"Czerwone Maki P+R",2018-06-27 08:04:00,"6352185295672181662","6351558574045224708",3,31
369,2018-06-27 08:07:37,584,"Kobierzyńska",52,"Os.Piastów",2018-06-27 08:07:00,"6352185295672180839","6351558574045277955",0,8
372,2018-06-27 08:07:53,3040,"TAURON Arena Kraków Wieczysta",52,"Czerwone Maki P+R",2018-06-27 08:07:00,"6352185295672180856","6351558574045236996",0,16
375,2018-06-27 08:08:07,359,"Stradom",52,"Os.Piastów",2018-06-27 08:07:00,"6352185295672181640","6351558574045273860",1,14
376,2018-06-27 08:08:12,2811,"Muzeum Lotnictwa",52,"Os.Piastów",2018-06-27 08:04:00,"6352185295672181647","6351558574045265668",4,23
378,2018-06-27 08:08:23,413,"Os.Kolorowe",52,"Czerwone Maki P+R",2018-06-27 08:06:00,"6352185295672180864","6351558574045241092",2,10
378,2018-06-27 08:08:24,388,"Dunikowskiego",52,"Os.Piastów",2018-06-27 08:07:00,"6352185295672181648","6351558574045257474",1,34
379,2018-06-27 08:08:26,575,"Szwedzka",52,"Czerwone Maki P+R",2018-06-27 08:07:00,"6352185295672181661","6351558574045228802",1,27
380,2018-06-27 08:08:30,2687,"Grota-Roweckiego",52,"Czerwone Maki P+R",2018-06-27 08:05:00,"6352185295672181662","6351558574045224708",3,32
387,2018-06-27 08:09:08,392,"DH Wanda",52,"Czerwone Maki P+R",2018-06-27 08:08:00,"6352185295672181637","6351558574045245187",1,6
388,2018-06-27 08:09:09,2691,"Chmieleniec",52,"Os.Piastów",2018-06-27 08:08:00,"6352185295672180840","6351558574045216517",1,2
388,2018-06-27 08:09:11,126,"Lubicz",52,"Czerwone Maki P+R",2018-06-27 08:04:00,"6352185295672180894","6351558574045232900",5,20
388,2018-06-27 08:09:12,125,"Rondo Mogilskie",52,"Os.Piastów",2018-06-27 08:08:00,"6352185295672181669","6351558574045269763",1,19
389,2018-06-27 08:09:17,130,"Białucha",52,"Czerwone Maki P+R",2018-06-27 08:08:00,"6352185295672180856","6351558574045236996",1,17
390,2018-06-27 08:09:20,577,"Słomiana",52,"Os.Piastów",2018-06-27 08:09:00,"6352185295672180839","6351558574045277955",0,9
392,2018-06-27 08:09:32,113,"AWF",52,"Os.Piastów",2018-06-27 08:06:00,"6352185295672181647","6351558574045265668",3,24
394,2018-06-27 08:09:40,576,"Kapelanka",52,"Czerwone Maki P+R",2018-06-27 08:09:00,"6352185295672181661","6351558574045228802",0,28
397,2018-06-27 08:09:55,2688,"Norymberska",52,"Czerwone Maki P+R",2018-06-27 08:07:00,"6352185295672181662","6351558574045224708",2,33
400,2018-06-27 08:10:13,382,"Kleeberga",52,"Os.Piastów",2018-06-27 08:09:00,"6352185295672181648","6351558574045257474",1,35
402,2018-06-27 08:10:19,2690,"Kampus UJ",52,"Os.Piastów",2018-06-27 08:10:00,"6352185295672180840","6351558574045216517",0,3
407,2018-06-27 08:10:45,129,"Cystersów",52,"Os.Piastów",2018-06-27 08:09:00,"6352185295672181669","6351558574045269763",1,20
408,2018-06-27 08:10:49,577,"Słomiana",52,"Czerwone Maki P+R",2018-06-27 08:10:00,"6352185295672181661","6351558574045228802",0,29
408,2018-06-27 08:10:51,129,"Cystersów",52,"Czerwone Maki P+R",2018-06-27 08:10:00,"6352185295672180856","6351558574045236996",0,18
409,2018-06-27 08:10:56,112,"Stella-Sawickiego",52,"Os.Piastów",2018-06-27 08:08:00,"6352185295672181647","6351558574045265668",2,25
411,2018-06-27 08:11:03,589,"Ruczaj",52,"Czerwone Maki P+R",2018-06-27 08:09:00,"6352185295672181662","6351558574045224708",2,34
415,2018-06-27 08:11:23,589,"Ruczaj",52,"Os.Piastów",2018-06-27 08:11:00,"6352185295672180840","6351558574045216517",0,4
416,2018-06-27 08:11:31,379,"Piasta Kołodzieja",52,"Os.Piastów",2018-06-27 08:10:00,"6352185295672181648","6351558574045257474",1,36
419,2018-06-27 08:11:44,131,"Dworzec Główny",52,"Czerwone Maki P+R",2018-06-27 08:06:00,"6352185295672180894","6351558574045232900",5,21
422,2018-06-27 08:11:59,130,"Białucha",52,"Os.Piastów",2018-06-27 08:11:00,"6352185295672181669","6351558574045269763",0,21
422,2018-06-27 08:12:00,407,"Czyżyny",52,"Os.Piastów",2018-06-27 08:09:00,"6352185295672181647","6351558574045265668",3,26
423,2018-06-27 08:12:02,2690,"Kampus UJ",52,"Czerwone Maki P+R",2018-06-27 08:10:00,"6352185295672181662","6351558574045224708",2,35
423,2018-06-27 08:12:03,575,"Szwedzka",52,"Os.Piastów",2018-06-27 08:12:00,"6352185295672180839","6351558574045277955",0,11
429,2018-06-27 08:12:34,379,"Piasta Kołodzieja",52,"Czerwone Maki P+R",2018-06-27 08:12:00,"6352185295672180871","6351558574045249284",0,2
430,2018-06-27 08:12:36,584,"Kobierzyńska",52,"Czerwone Maki P+R",2018-06-27 08:12:00,"6352185295672181661","6351558574045228802",0,30
432,2018-06-27 08:12:48,2745,"Rondo Kocmyrzowskie im. Ks. Gorzelanego",52,"Czerwone Maki P+R",2018-06-27 08:11:00,"6352185295672181637","6351558574045245187",1,7
433,2018-06-27 08:12:51,125,"Rondo Mogilskie",52,"Czerwone Maki P+R",2018-06-27 08:12:00,"6352185295672180856","6351558574045236996",0,19
434,2018-06-27 08:12:55,2688,"Norymberska",52,"Os.Piastów",2018-06-27 08:12:00,"6352185295672180840","6351558574045216517",0,5
437,2018-06-27 08:13:09,2691,"Chmieleniec",52,"Czerwone Maki P+R",2018-06-27 08:11:00,"6352185295672181662","6351558574045224708",2,36
442,2018-06-27 08:13:38,408,"Rondo Czyżyńskie",52,"Czerwone Maki P+R",2018-06-27 08:10:00,"6352185295672180864","6351558574045241092",3,11
442,2018-06-27 08:13:38,418,"Os.Zgody",52,"Czerwone Maki P+R",2018-06-27 08:12:00,"6352185295672181637","6351558574045245187",1,8
445,2018-06-27 08:13:51,357,"Poczta Główna",52,"Czerwone Maki P+R",2018-06-27 08:08:00,"6352185295672180894","6351558574045232900",5,22
446,2018-06-27 08:13:57,3040,"TAURON Arena Kraków Wieczysta",52,"Os.Piastów",2018-06-27 08:13:00,"6352185295672181669","6351558574045269763",0,22
448,2018-06-27 08:14:06,408,"Rondo Czyżyńskie",52,"Os.Piastów",2018-06-27 08:12:00,"6352185295672181647","6351558574045265668",2,27
450,2018-06-27 08:14:14,3039,"Centrum Kongresowe ICE",52,"Os.Piastów",2018-06-27 08:14:00,"6352185295672180839","6351558574045277955",0,12
452,2018-06-27 08:14:24,2687,"Grota-Roweckiego",52,"Os.Piastów",2018-06-27 08:14:00,"6352185295672180840","6351558574045216517",0,6
452,2018-06-27 08:14:27,382,"Kleeberga",52,"Czerwone Maki P+R",2018-06-27 08:13:00,"6352185295672180871","6351558574045249284",1,3
453,2018-06-27 08:14:31,407,"Czyżyny",52,"Czerwone Maki P+R",2018-06-27 08:11:00,"6352185295672180864","6351558574045241092",3,12
457,2018-06-27 08:14:49,126,"Lubicz",52,"Czerwone Maki P+R",2018-06-27 08:14:00,"6352185295672180856","6351558574045236996",0,20
460,2018-06-27 08:15:01,2686,"Lipińskiego",52,"Czerwone Maki P+R",2018-06-27 08:14:00,"6352185295672181661","6351558574045228802",1,31
464,2018-06-27 08:15:23,2811,"Muzeum Lotnictwa",52,"Os.Piastów",2018-06-27 08:14:00,"6352185295672181669","6351558574045269763",1,23
465,2018-06-27 08:15:28,413,"Os.Kolorowe",52,"Os.Piastów",2018-06-27 08:14:00,"6352185295672181647","6351558574045265668",1,28
466,2018-06-27 08:15:31,361,"Orzeszkowej",52,"Os.Piastów",2018-06-27 08:15:00,"6352185295672180839","6351558574045277955",0,13
469,2018-06-27 08:15:48,112,"Stella-Sawickiego",52,"Czerwone Maki P+R",2018-06-27 08:12:00,"6352185295672180864","6351558574045241092",3,13
470,2018-06-27 08:15:53,2744,"Plac Centralny im. R.Reagana",52,"Czerwone Maki P+R",2018-06-27 08:15:00,"6352185295672181637","6351558574045245187",0,9
472,2018-06-27 08:16:01,2687,"Grota-Roweckiego",52,"Czerwone Maki P+R",2018-06-27 08:15:00,"6352185295672181661","6351558574045228802",1,32
473,2018-06-27 08:16:08,358,"Starowiślna",52,"Os.Piastów",2018-06-27 08:11:00,"6352185295672181640","6351558574045273860",5,15
473,2018-06-27 08:16:10,388,"Dunikowskiego",52,"Czerwone Maki P+R",2018-06-27 08:15:00,"6352185295672180871","6351558574045249284",1,4
475,2018-06-27 08:16:16,2686,"Lipińskiego",52,"Os.Piastów",2018-06-27 08:16:00,"6352185295672180840","6351558574045216517",0,7
481,2018-06-27 08:16:47,113,"AWF",52,"Os.Piastów",2018-06-27 08:16:00,"6352185295672181669","6351558574045269763",0,24
484,2018-06-27 08:17:01,358,"Starowiślna",52,"Czerwone Maki P+R",2018-06-27 08:10:00,"6352185295672180894","6351558574045232900",7,23
484,2018-06-27 08:17:03,413,"Os.Kolorowe",52,"Czerwone Maki P+R",2018-06-27 08:16:00,"6352185295672181637","6351558574045245187",1,10
485,2018-06-27 08:17:06,357,"Poczta Główna",52,"Os.Piastów",2018-06-27 08:12:00,"6352185295672181640","6351558574045273860",5,16
486,2018-06-27 08:17:11,131,"Dworzec Główny",52,"Czerwone Maki P+R",2018-06-27 08:16:00,"6352185295672180856","6351558574045236996",1,21
487,2018-06-27 08:17:17,113,"AWF",52,"Czerwone Maki P+R",2018-06-27 08:13:00,"6352185295672180864","6351558574045241092",4,14
490,2018-06-27 08:17:29,2688,"Norymberska",52,"Czerwone Maki P+R",2018-06-27 08:17:00,"6352185295672181661","6351558574045228802",0,33
491,2018-06-27 08:17:33,3038,"Czerwone Maki P+R",52,"Os.Piastów",2018-06-27 08:17:00,"6352185295672181660","6351558574045220611",0,1
496,2018-06-27 08:18:02,2539,"Rondo Hipokratesa",52,"Czerwone Maki P+R",2018-06-27 08:17:00,"6352185295672180871","6351558574045249284",1,5
499,2018-06-27 08:18:15,112,"Stella-Sawickiego",52,"Os.Piastów",2018-06-27 08:18:00,"6352185295672181669","6351558574045269763",0,25
500,2018-06-27 08:18:18,584,"Kobierzyńska",52,"Os.Piastów",2018-06-27 08:17:00,"6352185295672180840","6351558574045216517",1,8
504,2018-06-27 08:18:38,2811,"Muzeum Lotnictwa",52,"Czerwone Maki P+R",2018-06-27 08:14:00,"6352185295672180864","6351558574045241092",4,15
507,2018-06-27 08:18:53,2744,"Plac Centralny im. R.Reagana",52,"Os.Piastów",2018-06-27 08:18:00,"6352185295672181647","6351558574045265668",0,29
509,2018-06-27 08:19:02,131,"Dworzec Główny",52,"Os.Piastów",2018-06-27 08:14:00,"6352185295672181640","6351558574045273860",5,17
511,2018-06-27 08:19:11,357,"Poczta Główna",52,"Czerwone Maki P+R",2018-06-27 08:18:00,"6352185295672180856","6351558574045236996",1,22
513,2018-06-27 08:19:22,407,"Czyżyny",52,"Os.Piastów",2018-06-27 08:19:00,"6352185295672181669","6351558574045269763",0,26
514,2018-06-27 08:19:24,2691,"Chmieleniec",52,"Os.Piastów",2018-06-27 08:18:00,"6352185295672181660","6351558574045220611",1,2
520,2018-06-27 08:19:54,577,"Słomiana",52,"Os.Piastów",2018-06-27 08:19:00,"6352185295672180840","6351558574045216517",0,9
520,2018-06-27 08:19:56,392,"DH Wanda",52,"Czerwone Maki P+R",2018-06-27 08:18:00,"6352185295672180871","6351558574045249284",1,6
522,2018-06-27 08:20:07,408,"Rondo Czyżyńskie",52,"Czerwone Maki P+R",2018-06-27 08:20:00,"6352185295672181637","6351558574045245187",0,11
522,2018-06-27 08:20:07,418,"Os.Zgody",52,"Os.Piastów",2018-06-27 08:19:00,"6352185295672181647","6351558574045265668",1,30
523,2018-06-27 08:20:10,359,"Stradom",52,"Czerwone Maki P+R",2018-06-27 08:12:00,"6352185295672180894","6351558574045232900",8,24
530,2018-06-27 08:20:43,2690,"Kampus UJ",52,"Os.Piastów",2018-06-27 08:20:00,"6352185295672181660","6351558574045220611",0,3
530,2018-06-27 08:20:45,126,"Lubicz",52,"Os.Piastów",2018-06-27 08:16:00,"6352185295672181640","6351558574045273860",4,18
535,2018-06-27 08:21:11,407,"Czyżyny",52,"Czerwone Maki P+R",2018-06-27 08:21:00,"6352185295672181637","6351558574045245187",0,12
536,2018-06-27 08:21:13,2691,"Chmieleniec",52,"Czerwone Maki P+R",2018-06-27 08:21:00,"6352185295672181661","6351558574045228802",0,36
537,2018-06-27 08:21:22,378,"Os.Piastów",52,"Czerwone Maki P+R",2018-06-27 08:21:00,"6352185295672181652","6351558574045253380",0,1
538,2018-06-27 08:21:25,3040,"TAURON Arena Kraków Wieczysta",52,"Czerwone Maki P+R",2018-06-27 08:17:00,"6352185295672180864","6351558574045241092",4,16
544,2018-06-27 08:21:52,589,"Ruczaj",52,"Os.Piastów",2018-06-27 08:21:00,"6352185295672181660","6351558574045220611",0,4
544,2018-06-27 08:21:53,576,"Kapelanka",52,"Os.Piastów",2018-06-27 08:21:00,"6352185295672180840","6351558574045216517",0,10
547,2018-06-27 08:22:08,361,"Orzeszkowej",52,"Czerwone Maki P+R",2018-06-27 08:14:00,"6352185295672180894","6351558574045232900",8,25
553,2018-06-27 08:22:38,112,"Stella-Sawickiego",52,"Czerwone Maki P+R",2018-06-27 08:22:00,"6352185295672181637","6351558574045245187",0,13
554,2018-06-27 08:22:42,358,"Starowiślna",52,"Czerwone Maki P+R",2018-06-27 08:20:00,"6352185295672180856","6351558574045236996",2,23
554,2018-06-27 08:22:42,130,"Białucha",52,"Czerwone Maki P+R",2018-06-27 08:18:00,"6352185295672180864","6351558574045241092",4,17
554,2018-06-27 08:22:44,2745,"Rondo Kocmyrzowskie im. Ks. Gorzelanego",52,"Os.Piastów",2018-06-27 08:22:00,"6352185295672181647","6351558574045265668",0,31
555,2018-06-27 08:22:47,125,"Rondo Mogilskie",52,"Os.Piastów",2018-06-27 08:18:00,"6352185295672181640","6351558574045273860",4,19
555,2018-06-27 08:22:49,2745,"Rondo Kocmyrzowskie im. Ks. Gorzelanego",52,"Czerwone Maki P+R",2018-06-27 08:21:00,"6352185295672180871","6351558574045249284",1,7
559,2018-06-27 08:23:07,408,"Rondo Czyżyńskie",52,"Os.Piastów",2018-06-27 08:22:00,"6352185295672181669","6351558574045269763",1,27
562,2018-06-27 08:23:23,379,"Piasta Kołodzieja",52,"Czerwone Maki P+R",2018-06-27 08:22:00,"6352185295672181652","6351558574045253380",1,2
564,2018-06-27 08:23:30,575,"Szwedzka",52,"Os.Piastów",2018-06-27 08:22:00,"6352185295672180840","6351558574045216517",1,11
565,2018-06-27 08:23:34,2688,"Norymberska",52,"Os.Piastów",2018-06-27 08:22:00,"6352185295672181660","6351558574045220611",1,5
565,2018-06-27 08:23:36,113,"AWF",52,"Czerwone Maki P+R",2018-06-27 08:23:00,"6352185295672181637","6351558574045245187",0,14
568,2018-06-27 08:23:53,418,"Os.Zgody",52,"Czerwone Maki P+R",2018-06-27 08:22:00,"6352185295672180871","6351558574045249284",1,8
570,2018-06-27 08:24:01,358,"Starowiślna",52,"Os.Piastów",2018-06-27 08:21:00,"6352185295672180839","6351558574045277955",3,15
573,2018-06-27 08:24:18,392,"DH Wanda",52,"Os.Piastów",2018-06-27 08:23:00,"6352185295672181647","6351558574045265668",1,32
574,2018-06-27 08:24:20,3039,"Centrum Kongresowe ICE",52,"Czerwone Maki P+R",2018-06-27 08:16:00,"6352185295672180894","6351558574045232900",8,26
574,2018-06-27 08:24:21,129,"Cystersów",52,"Os.Piastów",2018-06-27 08:19:00,"6352185295672181640","6351558574045273860",5,20
574,2018-06-27 08:24:23,382,"Kleeberga",52,"Czerwone Maki P+R",2018-06-27 08:23:00,"6352185295672181652","6351558574045253380",1,3
576,2018-06-27 08:24:31,129,"Cystersów",52,"Czerwone Maki P+R",2018-06-27 08:20:00,"6352185295672180864","6351558574045241092",4,18
577,2018-06-27 08:24:35,359,"Stradom",52,"Czerwone Maki P+R",2018-06-27 08:22:00,"6352185295672180856","6351558574045236996",2,24
578,2018-06-27 08:24:42,413,"Os.Kolorowe",52,"Os.Piastów",2018-06-27 08:24:00,"6352185295672181669","6351558574045269763",0,28
584,2018-06-27 08:25:10,357,"Poczta Główna",52,"Os.Piastów",2018-06-27 08:22:00,"6352185295672180839","6351558574045277955",3,16
585,2018-06-27 08:25:14,2687,"Grota-Roweckiego",52,"Os.Piastów",2018-06-27 08:24:00,"6352185295672181660","6351558574045220611",1,6
585,2018-06-27 08:25:15,3039,"Centrum Kongresowe ICE",52,"Os.Piastów",2018-06-27 08:24:00,"6352185295672180840","6351558574045216517",1,12
585,2018-06-27 08:25:16,2811,"Muzeum Lotnictwa",52,"Czerwone Maki P+R",2018-06-27 08:24:00,"6352185295672181637","6351558574045245187",1,15
586,2018-06-27 08:25:20,575,"Szwedzka",52,"Czerwone Maki P+R",2018-06-27 08:17:00,"6352185295672180894","6351558574045232900",8,27
590,2018-06-27 08:25:41,130,"Białucha",52,"Os.Piastów",2018-06-27 08:21:00,"6352185295672181640","6351558574045273860",4,21
591,2018-06-27 08:25:45,361,"Orzeszkowej",52,"Czerwone Maki P+R",2018-06-27 08:24:00,"6352185295672180856","6351558574045236996",1,25
593,2018-06-27 08:25:58,388,"Dunikowskiego",52,"Czerwone Maki P+R",2018-06-27 08:25:00,"6352185295672181652","6351558574045253380",0,4
599,2018-06-27 08:26:26,125,"Rondo Mogilskie",52,"Czerwone Maki P+R",2018-06-27 08:22:00,"6352185295672180864","6351558574045241092",4,19
600,2018-06-27 08:26:30,576,"Kapelanka",52,"Czerwone Maki P+R",2018-06-27 08:19:00,"6352185295672180894","6351558574045232900",7,28
600,2018-06-27 08:26:33,2539,"Rondo Hipokratesa",52,"Os.Piastów",2018-06-27 08:25:00,"6352185295672181647","6351558574045265668",1,33
601,2018-06-27 08:26:37,2744,"Plac Centralny im. R.Reagana",52,"Czerwone Maki P+R",2018-06-27 08:25:00,"6352185295672180871","6351558574045249284",1,9
603,2018-06-27 08:26:46,361,"Orzeszkowej",52,"Os.Piastów",2018-06-27 08:25:00,"6352185295672180840","6351558574045216517",1,13
608,2018-06-27 08:27:10,2686,"Lipińskiego",52,"Os.Piastów",2018-06-27 08:26:00,"6352185295672181660","6351558574045220611",1,7
609,2018-06-27 08:27:14,3038,"Czerwone Maki P+R",52,"Os.Piastów",2018-06-27 08:27:00,"6352185295672181662","6351558574045224709",0,1
610,2018-06-27 08:27:21,131,"Dworzec Główny",52,"Os.Piastów",2018-06-27 08:24:00,"6352185295672180839","6351558574045277955",3,17
611,2018-06-27 08:27:27,3040,"TAURON Arena Kraków Wieczysta",52,"Os.Piastów",2018-06-27 08:23:00,"6352185295672181640","6351558574045273860",4,22
613,2018-06-27 08:27:37,3040,"TAURON Arena Kraków Wieczysta",52,"Czerwone Maki P+R",2018-06-27 08:27:00,"6352185295672181637","6351558574045245187",0,16
614,2018-06-27 08:27:43,2539,"Rondo Hipokratesa",52,"Czerwone Maki P+R",2018-06-27 08:27:00,"6352185295672181652","6351558574045253380",0,5
616,2018-06-27 08:27:51,3039,"Centrum Kongresowe ICE",52,"Czerwone Maki P+R",2018-06-27 08:26:00,"6352185295672180856","6351558574045236996",1,26
618,2018-06-27 08:28:02,126,"Lubicz",52,"Czerwone Maki P+R",2018-06-27 08:24:00,"6352185295672180864","6351558574045241092",4,20
619,2018-06-27 08:28:06,577,"Słomiana",52,"Czerwone Maki P+R",2018-06-27 08:20:00,"6352185295672180894","6351558574045232900",8,29
619,2018-06-27 08:28:09,388,"Dunikowskiego",52,"Os.Piastów",2018-06-27 08:27:00,"6352185295672181647","6351558574045265668",1,34
620,2018-06-27 08:28:11,359,"Stradom",52,"Os.Piastów",2018-06-27 08:27:00,"6352185295672180840","6351558574045216517",1,14
621,2018-06-27 08:28:18,413,"Os.Kolorowe",52,"Czerwone Maki P+R",2018-06-27 08:26:00,"6352185295672180871","6351558574045249284",2,10
627,2018-06-27 08:28:47,2811,"Muzeum Lotnictwa",52,"Os.Piastów",2018-06-27 08:24:00,"6352185295672181640","6351558574045273860",4,23
629,2018-06-27 08:28:57,130,"Białucha",52,"Czerwone Maki P+R",2018-06-27 08:28:00,"6352185295672181637","6351558574045245187",0,17
630,2018-06-27 08:29:03,418,"Os.Zgody",52,"Os.Piastów",2018-06-27 08:29:00,"6352185295672181669","6351558574045269763",0,30
631,2018-06-27 08:29:06,575,"Szwedzka",52,"Czerwone Maki P+R",2018-06-27 08:27:00,"6352185295672180856","6351558574045236996",2,27
632,2018-06-27 08:29:11,584,"Kobierzyńska",52,"Os.Piastów",2018-06-27 08:27:00,"6352185295672181660","6351558574045220611",2,8
633,2018-06-27 08:29:15,2691,"Chmieleniec",52,"Os.Piastów",2018-06-27 08:28:00,"6352185295672181662","6351558574045224709",1,2
636,2018-06-27 08:29:33,392,"DH Wanda",52,"Czerwone Maki P+R",2018-06-27 08:28:00,"6352185295672181652","6351558574045253380",1,6
642,2018-06-27 08:30:02,131,"Dworzec Główny",52,"Czerwone Maki P+R",2018-06-27 08:26:00,"6352185295672180864","6351558574045241092",4,21
642,2018-06-27 08:30:03,113,"AWF",52,"Os.Piastów",2018-06-27 08:26:00,"6352185295672181640","6351558574045273860",4,24
642,2018-06-27 08:30:04,382,"Kleeberga",52,"Os.Piastów",2018-06-27 08:29:00,"6352185295672181647","6351558574045265668",1,35
644,2018-06-27 08:30:11,576,"Kapelanka",52,"Czerwone Maki P+R",2018-06-27 08:29:00,"6352185295672180856","6351558574045236996",1,28
645,2018-06-27 08:30:17,126,"Lubicz",52,"Os.Piastów",2018-06-27 08:26:00,"6352185295672180839","6351558574045277955",4,18
646,2018-06-27 08:30:21,2690,"Kampus UJ",52,"Os.Piastów",2018-06-27 08:30:00,"6352185295672181662","6351558574045224709",0,3
647,2018-06-27 08:30:27,584,"Kobierzyńska",52,"Czerwone Maki P+R",2018-06-27 08:22:00,"6352185295672180894","6351558574045232900",8,30
652,2018-06-27 08:30:51,577,"Słomiana",52,"Os.Piastów",2018-06-27 08:29:00,"6352185295672181660","6351558574045220611",1,9
654,2018-06-27 08:31:03,129,"Cystersów",52,"Czerwone Maki P+R",2018-06-27 08:30:00,"6352185295672181637","6351558574045245187",1,18
658,2018-06-27 08:31:23,112,"Stella-Sawickiego",52,"Os.Piastów",2018-06-27 08:28:00,"6352185295672181640","6351558574045273860",3,25
658,2018-06-27 08:31:25,379,"Piasta Kołodzieja",52,"Os.Piastów",2018-06-27 08:30:00,"6352185295672181647","6351558574045265668",1,36
659,2018-06-27 08:31:26,589,"Ruczaj",52,"Os.Piastów",2018-06-27 08:31:00,"6352185295672181662","6351558574045224709",0,4
659,2018-06-27 08:31:26,577,"Słomiana",52,"Czerwone Maki P+R",2018-06-27 08:30:00,"6352185295672180856","6351558574045236996",1,29
662,2018-06-27 08:31:42,358,"Starowiślna",52,"Os.Piastów",2018-06-27 08:31:00,"6352185295672180840","6351558574045216517",0,15
