"index","time_stamp","stop","stopName","number","direction","plannedTime","vehicleId","tripId","status","delay","seq_num"
36,2018-07-09 22:27:48,365,"Rondo Grzegórzeckie",1,"Salwator",2018-07-09 22:27:00,"6352185295672181165","6351558574044400401","STOPPING",0,23
36,2018-07-09 22:27:49,369,"Ofiar Dąbia",1,"Wzgórza K.",2018-07-09 22:27:00,"6352185295672181020","6351558574044375825","PREDICTED",0,NA
36,2018-07-09 22:27:50,130,"Białucha",9,"Nowy Bieżanów P+R",2018-07-09 22:27:00,"6352185295672180962","6351558574044621583","STOPPING",0,18
36,2018-07-09 22:27:51,2811,"Muzeum Lotnictwa",52,"Czerwone Maki P+R",2018-07-09 22:26:00,"6352185295672181637","6351558574045072141","STOPPING",1,15
36,2018-07-09 22:27:51,112,"Stella-Sawickiego",9,"Mistrzejowice",2018-07-09 22:26:00,NA,"6351558574044605199","PLANNED",1,23
36,2018-07-09 22:27:51,112,"Stella-Sawickiego",4,"Bronowice Małe",2018-07-09 22:27:00,"6352185295672181665","6351558574044486414","STOPPING",0,13
36,2018-07-09 22:27:51,409,"Centralna",22,"Borek Fałęcki",2018-07-09 22:26:00,"6352185295672180886","6351558574044916495","PREDICTED",1,10
36,2018-07-09 22:27:51,408,"Rondo Czyżyńskie",5,"Wzgórza K.",2018-07-09 22:26:00,NA,"6351558574044502803","PLANNED",1,NA
36,2018-07-09 22:27:52,388,"Dunikowskiego",21,"Kopiec Wandy",2018-07-09 22:26:00,NA,"6351558574044883747","PLANNED",1,4
36,2018-07-09 22:27:52,392,"DH Wanda",9,"Nowy Bieżanów P+R",2018-07-09 22:27:00,"6352185295672180943","6351558574044625679","STOPPING",0,7
36,2018-07-09 22:27:53,413,"Os.Kolorowe",14,"Bronowice Małe",2018-07-09 22:27:00,"6352185295672181549","6351558574044748559","PREDICTED",0,11
36,2018-07-09 22:27:54,435,"Darwina",5,"Krowodrza Górka",2018-07-09 22:27:00,"6352185295672181172","6351558574044494612","STOPPING",0,3
36,2018-07-09 22:27:55,459,"Kombinat",22,"Borek Fałęcki",2018-07-09 22:26:00,NA,"6351558574044920591","PLANNED",1,5
37,2018-07-09 22:27:58,84,"Biprostal",13,"Nowy Bieżanów P+R",2018-07-09 22:26:00,NA,"6351558574044691218","PLANNED",1,4
37,2018-07-09 22:27:58,311,"Salwator",1,"Wzgórza K.",2018-07-09 22:26:00,NA,"6351558574044384017","PLANNED",1,NA
37,2018-07-09 22:28:00,611,"Rzemieślnicza",10,"Kopiec Wandy",2018-07-09 22:28:00,"6352185295672180852","6351558574044650259","PREDICTED",0,2
37,2018-07-09 22:28:02,360,"Plac Wolnica",13,"Bronowice",2018-07-09 22:28:00,"6352185295672181349","6351558574044707602","PREDICTED",0,15
37,2018-07-09 22:28:03,363,"Hala Targowa",22,"Kombinat",2018-07-09 22:27:00,NA,"6351558574044900111","PLANNED",1,NA
37,2018-07-09 22:28:05,1049,"Głowackiego",14,"Mistrzejowice",2018-07-09 22:26:00,"6352185295672181541","6351558574044736271","STOPPING",2,5
37,2018-07-09 22:28:06,136,"Bronowice Wiadukt",8,"Borek Fałęcki",2018-07-09 22:28:00,"6352185295672181348","6351558574044564243","PREDICTED",0,2
37,2018-07-09 22:28:06,61,"Bratysławska",50,"Prokocim",2018-07-09 22:27:00,"6352185295672181646","6351558574045023004","STOPPING",1,2
37,2018-07-09 22:28:07,78,"Batorego",24,"Kurdwanów P+R",2018-07-09 22:27:00,NA,"6351558574044945171","PLANNED",1,10
37,2018-07-09 22:28:07,78,"Batorego",4,"Bronowice Małe",2018-07-09 22:27:00,"6352185295672181647","6351558574044482319","STOPPING",1,24
37,2018-07-09 22:28:08,77,"Teatr Bagatela",18,"Czerwone Maki P+R",2018-07-09 22:28:00,"6352185295672181560","6351558574044781331","PREDICTED",0,8
37,2018-07-09 22:28:08,83,"Urzędnicza",13,"Nowy Bieżanów P+R",2018-07-09 22:27:00,NA,"6351558574044691218","PLANNED",1,5
37,2018-07-09 22:28:14,630,"Bieżanowska",3,"Krowodrza Górka",2018-07-09 22:28:00,"6352185295672181339","6351558574044441367","PREDICTED",0,8
37,2018-07-09 22:28:20,681,"Teligi",3,"Nowy Bieżanów P+R",2018-07-09 22:28:00,"6352185295672181344","6351558574044453653","STOPPING",0,21
37,2018-07-09 22:28:20,2582,"Nowy Prokocim",13,"Bronowice",2018-07-09 22:28:00,"6352185295672181340","6351558574044715795","PREDICTED",0,3
37,2018-07-09 22:28:22,624,"Kabel",6,"Kurdwanów P+R",2018-07-09 22:25:00,"6352185295672181195","6351558574044543766","STOPPING",3,15
37,2018-07-09 22:28:22,560,"Gromadzka",9,"Mistrzejowice",2018-07-09 22:26:00,"6352185295672180984","6351558574044609295","PREDICTED",2,12
37,2018-07-09 22:28:22,561,"Lipska",50,"Prokocim",2018-07-09 22:26:00,"6352185295672181641","6351558574045014810","PREDICTED",2,13
37,2018-07-09 22:28:23,365,"Rondo Grzegórzeckie",14,"Mistrzejowice",2018-07-09 22:28:00,"6352185295672180864","6351558574044732175","STOPPING",0,16
37,2018-07-09 22:28:24,1262,"Rzebika",11,"Mały Płaszów",2018-07-09 22:26:00,"6352185295672180940","6351558574044674838","STOPPING",2,21
37,2018-07-09 22:28:24,125,"Rondo Mogilskie",10,"Kopiec Wandy",2018-07-09 22:27:00,"6352185295672180897","6351558574044646163","STOPPING",1,12
37,2018-07-09 22:28:24,125,"Rondo Mogilskie",14,"Bronowice Małe",2018-07-09 22:26:00,"6352185295672180840","6351558574044744462","STOPPING",2,24
37,2018-07-09 22:28:26,113,"AWF",4,"Bronowice Małe",2018-07-09 22:28:00,"6352185295672181665","6351558574044486414","PREDICTED",0,14
37,2018-07-09 22:28:26,112,"Stella-Sawickiego",52,"Os.Piastów",2018-07-09 22:28:00,"6352185295672181667","6351558574045035277","STOPPING",0,25
37,2018-07-09 22:28:27,407,"Czyżyny",9,"Mistrzejowice",2018-07-09 22:27:00,NA,"6351558574044605199","PLANNED",1,24
37,2018-07-09 22:28:28,383,"Rondo Piastowskie",9,"Mistrzejowice",2018-07-09 22:27:00,NA,"6351558574044633869","PLANNED",1,33
37,2018-07-09 22:28:30,435,"Darwina",4,"Wzgórza K.",2018-07-09 22:27:00,"6352185295672181656","6351558574044465935","STOPPING",1,NA
38,2018-07-09 22:28:35,126,"Lubicz",20,"Mały Płaszów",2018-07-09 22:28:00,"6352185295672181154","6351558574044855066","STOPPING",0,10
38,2018-07-09 22:28:39,824,"Borek Fałęcki I",8,"Bronowice Małe",2018-07-09 22:28:00,"6352185295672181347","6351558574044588820","STOPPING",0,2
38,2018-07-09 22:28:50,611,"Rzemieślnicza",10,"Łagiewniki",2018-07-09 22:26:00,"6352185295672180868","6351558574044654355","STOPPING",2,27
38,2018-07-09 22:28:55,3039,"Centrum Kongresowe ICE",52,"Czerwone Maki P+R",2018-07-09 22:28:00,"6352185295672180865","6351558574045063950","STOPPING",0,26
38,2018-07-09 22:28:56,313,"Komorowskiego",1,"Wzgórza K.",2018-07-09 22:27:00,NA,"6351558574044384017","PLANNED",1,NA
38,2018-07-09 22:29:01,1360,"Plac Wszystkich Świętych",8,"Bronowice Małe",2018-07-09 22:29:00,"6352185295672181362","6351558574044580628","STOPPING",0,14
38,2018-07-09 22:29:01,2741,"Św.Gertrudy",8,"Borek Fałęcki",2018-07-09 22:27:00,"6352185295672181351","6351558574044601105","PREDICTED",2,14
38,2018-07-09 22:29:01,362,"Miodowa",3,"Nowy Bieżanów P+R",2018-07-09 22:28:00,"6352185295672181346","6351558574044420887","STOPPING",1,10
38,2018-07-09 22:29:02,88,"Uniwersytet Pedagogiczny",13,"Bronowice",2018-07-09 22:27:00,"6352185295672181370","6351558574044699410","STOPPING",2,26
38,2018-07-09 22:29:03,1173,"Dworzec Główny Tunel",19,"Borek Fałęcki",2018-07-09 22:28:00,"6352185295672181358","6351558574044834583","PREDICTED",1,3
38,2018-07-09 22:29:04,632,"Dauna",6,"Salwator",2018-07-09 22:28:00,"6352185295672181196","6351558574044535575","PREDICTED",1,5
38,2018-07-09 22:29:06,365,"Rondo Grzegórzeckie",50,"Krowodrza Górka",2018-07-09 22:28:00,"6352185295672181642","6351558574044998428","STOPPING",1,11
38,2018-07-09 22:29:09,3041,"Rondo 308. Dywizjonu",22,"Borek Fałęcki",2018-07-09 22:27:00,"6352185295672180886","6351558574044916495","PREDICTED",2,11
38,2018-07-09 22:29:09,2811,"Muzeum Lotnictwa",5,"Krowodrza Górka",2018-07-09 22:28:00,"6352185295672181171","6351558574044515090","STOPPING",1,16
38,2018-07-09 22:29:10,408,"Rondo Czyżyńskie",4,"Wzgórza K.",2018-07-09 22:27:00,"6352185295672181658","6351558574044470031","STOPPING",2,NA
38,2018-07-09 22:29:10,382,"Kleeberga",52,"Os.Piastów",2018-07-09 22:29:00,"6352185295672181649","6351558574045088526","STOPPING",0,35
38,2018-07-09 22:29:11,2539,"Rondo Hipokratesa",21,"Os.Piastów",2018-07-09 22:28:00,"6352185295672180837","6351558574044887842","PREDICTED",1,8
38,2018-07-09 22:29:11,2744,"Plac Centralny im. R.Reagana",10,"Kopiec Wandy",2018-07-09 22:26:00,"6352185295672180851","6351558574044642067","STOPPING",3,22
38,2018-07-09 22:29:12,434,"Wiadukty",5,"Krowodrza Górka",2018-07-09 22:28:00,"6352185295672181172","6351558574044494612","PREDICTED",1,4
38,2018-07-09 22:29:12,2685,"Jarzębiny",4,"Wzgórza K.",2018-07-09 22:28:00,"6352185295672181656","6351558574044465935","STOPPING",1,NA
39,2018-07-09 22:29:16,126,"Lubicz",20,"Cichy Kącik",2018-07-09 22:29:00,"6352185295672181137","6351558574044871448","PREDICTED",0,10
39,2018-07-09 22:29:16,2691,"Chmieleniec",52,"Os.Piastów",2018-07-09 22:28:00,"6352185295672181652","6351558574045051663","PREDICTED",1,2
39,2018-07-09 22:29:17,2687,"Grota-Roweckiego",18,"Czerwone Maki P+R",2018-07-09 22:29:00,"6352185295672181550","6351558574044818195","STOPPING",0,21
39,2018-07-09 22:29:22,88,"Uniwersytet Pedagogiczny",14,"Mistrzejowice",2018-07-09 22:27:00,"6352185295672181541","6351558574044736271","STOPPING",2,6
39,2018-07-09 22:29:22,136,"Bronowice Wiadukt",14,"Bronowice Małe",2018-07-09 22:29:00,"6352185295672181546","6351558574044740366","STOPPING",0,37
39,2018-07-09 22:29:23,73,"Politechnika",5,"Wzgórza K.",2018-07-09 22:29:00,"6352185295672181187","6351558574044506899","PREDICTED",0,NA
39,2018-07-09 22:29:24,131,"Dworzec Główny",4,"Wzgórza K.",2018-07-09 22:29:00,"6352185295672181655","6351558574044474127","STOPPING",0,NA
39,2018-07-09 22:29:24,2608,"Dworzec Główny Zachód",3,"Krowodrza Górka",2018-07-09 22:29:00,"6352185295672181363","6351558574044433174","STOPPING",0,19
39,2018-07-09 22:29:24,1173,"Dworzec Główny Tunel",19,"Dworzec Tow.",2018-07-09 22:28:00,"6352185295672181381","6351558574044838678","STOPPING",1,NA
39,2018-07-09 22:29:25,2582,"Nowy Prokocim",3,"Nowy Bieżanów P+R",2018-07-09 22:29:00,"6352185295672181344","6351558574044453653","STOPPING",0,22
39,2018-07-09 22:29:27,2870,"Dworzec Płaszów Estakada",11,"Czerwone Maki P+R",2018-07-09 22:28:00,"6352185295672180955","6351558574044670743","PREDICTED",1,4
39,2018-07-09 22:29:28,2859,"Teatr Variété",14,"Mistrzejowice",2018-07-09 22:29:00,"6352185295672180864","6351558574044732175","STOPPING",0,17
39,2018-07-09 22:29:28,370,"Dąbie",1,"Wzgórza K.",2018-07-09 22:28:00,"6352185295672181020","6351558574044375825","STOPPING",1,NA
39,2018-07-09 22:29:29,129,"Cystersów",10,"Kopiec Wandy",2018-07-09 22:28:00,"6352185295672180897","6351558574044646163","PREDICTED",1,13
39,2018-07-09 22:29:33,407,"Czyżyny",52,"Os.Piastów",2018-07-09 22:29:00,"6352185295672181667","6351558574045035277","STOPPING",0,26
39,2018-07-09 22:29:34,2539,"Rondo Hipokratesa",52,"Czerwone Maki P+R",2018-07-09 22:29:00,"6352185295672181638","6351558574045080335","STOPPING",0,5
39,2018-07-09 22:29:34,413,"Os.Kolorowe",1,"Salwator",2018-07-09 22:29:00,"6352185295672181140","6351558574044404496","PREDICTED",0,11
39,2018-07-09 22:29:34,2745,"Rondo Kocmyrzowskie im. Ks. Gorzelanego",1,"Wzgórza K.",2018-07-09 22:28:00,"6352185295672181166","6351558574044367631","STOPPING",1,NA
39,2018-07-09 22:29:37,465,"Zajezdnia Nowa Huta",4,"Bronowice Małe",2018-07-09 22:28:00,"6352185295672181644","6351558574044490511","PREDICTED",1,6
40,2018-07-09 22:29:40,746,"Solvay",8,"Bronowice Małe",2018-07-09 22:29:00,"6352185295672181347","6351558574044588820","STOPPING",0,3
40,2018-07-09 22:29:42,610,"Rondo Matecznego",19,"Borek Fałęcki",2018-07-09 22:28:00,NA,"6351558574044830486","PLANNED",1,13
40,2018-07-09 22:29:42,572,"Smolki",19,"Dworzec Tow.",2018-07-09 22:29:00,"6352185295672181160","6351558574044822294","STOPPING",0,NA
40,2018-07-09 22:29:43,3039,"Centrum Kongresowe ICE",18,"Krowodrza Górka",2018-07-09 22:29:00,"6352185295672181551","6351558574044801812","STOPPING",0,12
40,2018-07-09 22:29:44,325,"Wawel",6,"Salwator",2018-07-09 22:27:00,"6352185295672181043","6351558574044527382","PREDICTED",2,15
40,2018-07-09 22:29:45,363,"Hala Targowa",1,"Salwator",2018-07-09 22:29:00,"6352185295672181165","6351558574044400401","STOPPING",0,24
40,2018-07-09 22:29:47,3036,"Szpital Narutowicza",50,"Prokocim",2018-07-09 22:28:00,"6352185295672181646","6351558574045023004","STOPPING",1,3
40,2018-07-09 22:29:48,681,"Teligi",13,"Bronowice",2018-07-09 22:29:00,"6352185295672181340","6351558574044715795","STOPPING",0,4
40,2018-07-09 22:29:50,3158,"Podgórze SKA",13,"Nowy Bieżanów P+R",2018-07-09 22:29:00,"6352185295672181345","6351558574044683027","PREDICTED",0,17
40,2018-07-09 22:29:51,623,"Dworcowa",24,"Kurdwanów P+R",2018-07-09 22:28:00,NA,"6351558574044936979","PLANNED",1,21
40,2018-07-09 22:29:54,3040,"TAURON Arena Kraków Wieczysta",52,"Czerwone Maki P+R",2018-07-09 22:29:00,"6352185295672181637","6351558574045072141","STOPPING",0,16
40,2018-07-09 22:29:56,377,"Os.Złotego Wieku",9,"Mistrzejowice",2018-07-09 22:28:00,NA,"6351558574044633869","PLANNED",1,34
40,2018-07-09 22:29:57,2539,"Rondo Hipokratesa",21,"Kopiec Wandy",2018-07-09 22:28:00,NA,"6351558574044883747","PLANNED",1,5
40,2018-07-09 22:29:57,413,"Os.Kolorowe",5,"Wzgórza K.",2018-07-09 22:28:00,NA,"6351558574044502803","PLANNED",1,NA
41,2018-07-09 22:30:05,612,"Borsucza",11,"Czerwone Maki P+R",2018-07-09 22:30:00,"6352185295672180970","6351558574044666647","STOPPING",0,15
41,2018-07-09 22:30:07,2742,"Św.Wawrzyńca",3,"Nowy Bieżanów P+R",2018-07-09 22:29:00,"6352185295672181346","6351558574044420887","STOPPING",1,11
41,2018-07-09 22:30:09,133,"Wesele",8,"Borek Fałęcki",2018-07-09 22:30:00,"6352185295672181348","6351558574044564243","STOPPING",0,3
41,2018-07-09 22:30:10,79,"Plac Inwalidów",4,"Bronowice Małe",2018-07-09 22:29:00,"6352185295672181647","6351558574044482319","STOPPING",1,25
41,2018-07-09 22:30:11,71,"Nowy Kleparz",18,"Krowodrza Górka",2018-07-09 22:27:00,"6352185295672181552","6351558574044793620","STOPPING",3,22
41,2018-07-09 22:30:12,630,"Bieżanowska",6,"Kurdwanów P+R",2018-07-09 22:28:00,"6352185295672181195","6351558574044543766","PREDICTED",2,16
41,2018-07-09 22:30:14,2870,"Dworzec Płaszów Estakada",50,"Prokocim",2018-07-09 22:28:00,"6352185295672181641","6351558574045014810","STOPPING",2,14
41,2018-07-09 22:30:16,128,"Rakowicka",2,"Cm. Rakowicki",2018-07-09 22:30:00,"6352185295672181146","6351558574044408613","STOPPING",0,NA
41,2018-07-09 22:30:17,2811,"Muzeum Lotnictwa",4,"Bronowice Małe",2018-07-09 22:29:00,"6352185295672181665","6351558574044486414","STOPPING",1,15
41,2018-07-09 22:30:19,379,"Piasta Kołodzieja",52,"Os.Piastów",2018-07-09 22:30:00,"6352185295672181649","6351558574045088526","STOPPING",0,36
41,2018-07-09 22:30:19,413,"Os.Kolorowe",4,"Wzgórza K.",2018-07-09 22:29:00,"6352185295672181658","6351558574044470031","PREDICTED",1,NA
41,2018-07-09 22:30:19,2745,"Rondo Kocmyrzowskie im. Ks. Gorzelanego",9,"Nowy Bieżanów P+R",2018-07-09 22:30:00,"6352185295672180943","6351558574044625679","STOPPING",0,8
42,2018-07-09 22:30:25,126,"Lubicz",14,"Bronowice Małe",2018-07-09 22:28:00,"6352185295672180840","6351558574044744462","STOPPING",2,25
42,2018-07-09 22:30:25,2690,"Kampus UJ",52,"Os.Piastów",2018-07-09 22:30:00,"6352185295672181652","6351558574045051663","STOPPING",0,3
42,2018-07-09 22:30:26,84,"Biprostal",14,"Mistrzejowice",2018-07-09 22:29:00,"6352185295672181541","6351558574044736271","STOPPING",1,7
42,2018-07-09 22:30:29,322,"Filharmonia",18,"Czerwone Maki P+R",2018-07-09 22:30:00,"6352185295672181560","6351558574044781331","STOPPING",0,9
42,2018-07-09 22:30:29,325,"Wawel",8,"Borek Fałęcki",2018-07-09 22:29:00,"6352185295672181351","6351558574044601105","PREDICTED",1,15
42,2018-07-09 22:30:31,73,"Politechnika",19,"Dworzec Tow.",2018-07-09 22:29:00,"6352185295672181381","6351558574044838678","STOPPING",1,NA
42,2018-07-09 22:30:32,131,"Dworzec Główny",10,"Łagiewniki",2018-07-09 22:30:00,"6352185295672180839","6351558574044658452","STOPPING",0,18
42,2018-07-09 22:30:34,624,"Kabel",3,"Krowodrza Górka",2018-07-09 22:29:00,"6352185295672181339","6351558574044441367","STOPPING",1,9
42,2018-07-09 22:30:36,367,"Francesco Nullo",14,"Mistrzejowice",2018-07-09 22:30:00,"6352185295672180864","6351558574044732175","STOPPING",0,18
42,2018-07-09 22:30:36,567,"Kuklińskiego",9,"Mistrzejowice",2018-07-09 22:28:00,"6352185295672180984","6351558574044609295","STOPPING",2,13
42,2018-07-09 22:30:38,3033,"Plaza",1,"Wzgórza K.",2018-07-09 22:29:00,"6352185295672181020","6351558574044375825","PREDICTED",1,NA
42,2018-07-09 22:30:39,2538,"Miśnieńska",9,"Mistrzejowice",2018-07-09 22:29:00,NA,"6351558574044633869","PLANNED",1,35
42,2018-07-09 22:30:40,388,"Dunikowskiego",21,"Os.Piastów",2018-07-09 22:30:00,"6352185295672180837","6351558574044887842","STOPPING",0,9
42,2018-07-09 22:30:40,392,"DH Wanda",21,"Kopiec Wandy",2018-07-09 22:29:00,NA,"6351558574044883747","PLANNED",1,6
42,2018-07-09 22:30:40,2744,"Plac Centralny im. R.Reagana",10,"Łagiewniki",2018-07-09 22:29:00,"6352185295672180893","6351558574044637972","STOPPING",1,6
42,2018-07-09 22:30:42,450,"Kopiec Wandy",21,"Os.Piastów",2018-07-09 22:29:00,NA,"6351558574044879652","PLANNED",1,1
43,2018-07-09 22:30:48,611,"Rzemieślnicza",19,"Borek Fałęcki",2018-07-09 22:29:00,NA,"6351558574044830486","PLANNED",1,14
43,2018-07-09 22:30:48,610,"Rondo Matecznego",10,"Kopiec Wandy",2018-07-09 22:30:00,"6352185295672180852","6351558574044650259","STOPPING",0,3
43,2018-07-09 22:30:49,575,"Szwedzka",52,"Czerwone Maki P+R",2018-07-09 22:29:00,"6352185295672180865","6351558574045063950","STOPPING",1,27
43,2018-07-09 22:30:50,319,"Jubilat",1,"Wzgórza K.",2018-07-09 22:29:00,NA,"6351558574044384017","PLANNED",1,NA
43,2018-07-09 22:30:50,361,"Orzeszkowej",18,"Krowodrza Górka",2018-07-09 22:30:00,"6352185295672181551","6351558574044801812","PREDICTED",0,13
43,2018-07-09 22:30:52,1049,"Głowackiego",13,"Bronowice",2018-07-09 22:28:00,"6352185295672181370","6351558574044699410","STOPPING",2,27
43,2018-07-09 22:30:53,77,"Teatr Bagatela",24,"Kurdwanów P+R",2018-07-09 22:29:00,NA,"6351558574044945171","PLANNED",1,11
43,2018-07-09 22:30:53,79,"Plac Inwalidów",13,"Nowy Bieżanów P+R",2018-07-09 22:29:00,NA,"6351558574044691218","PLANNED",1,6
43,2018-07-09 22:30:54,1173,"Dworzec Główny Tunel",5,"Wzgórza K.",2018-07-09 22:30:00,"6352185295672181187","6351558574044506899","PREDICTED",0,NA
43,2018-07-09 22:30:55,630,"Bieżanowska",9,"Nowy Bieżanów P+R",2018-07-09 22:29:00,NA,"6351558574044617486","PLANNED",1,29
43,2018-07-09 22:30:55,630,"Bieżanowska",6,"Salwator",2018-07-09 22:30:00,"6352185295672181196","6351558574044535575","PREDICTED",0,6
43,2018-07-09 22:30:55,637,"Prokocim",50,"Krowodrza Górka",2018-07-09 22:30:00,"6352185295672181650","6351558574045002523","PREDICTED",0,1
43,2018-07-09 22:30:56,621,"Cmentarz Podgórski",13,"Nowy Bieżanów P+R",2018-07-09 22:30:00,"6352185295672181345","6351558574044683027","PREDICTED",0,18
43,2018-07-09 22:30:59,125,"Rondo Mogilskie",20,"Mały Płaszów",2018-07-09 22:30:00,"6352185295672181154","6351558574044855066","STOPPING",0,11
43,2018-07-09 22:30:59,130,"Białucha",52,"Czerwone Maki P+R",2018-07-09 22:30:00,"6352185295672181637","6351558574045072141","PREDICTED",0,17
43,2018-07-09 22:30:59,130,"Białucha",10,"Kopiec Wandy",2018-07-09 22:30:00,"6352185295672180897","6351558574044646163","PREDICTED",0,14
43,2018-07-09 22:31:00,930,"M1 Al. Pokoju",22,"Borek Fałęcki",2018-07-09 22:29:00,"6352185295672180886","6351558574044916495","PREDICTED",2,12
43,2018-07-09 22:31:01,408,"Rondo Czyżyńskie",14,"Bronowice Małe",2018-07-09 22:30:00,"6352185295672181549","6351558574044748559","PREDICTED",1,12
43,2018-07-09 22:31:02,392,"DH Wanda",52,"Czerwone Maki P+R",2018-07-09 22:30:00,"6352185295672181638","6351558574045080335","PREDICTED",1,6
43,2018-07-09 22:31:03,418,"Os.Zgody",9,"Nowy Bieżanów P+R",2018-07-09 22:31:00,"6352185295672180943","6351558574044625679","PREDICTED",0,9
43,2018-07-09 22:31:03,424,"Os.Na Skarpie",10,"Kopiec Wandy",2018-07-09 22:27:00,"6352185295672180851","6351558574044642067","STOPPING",4,23
43,2018-07-09 22:31:03,420,"Teatr Ludowy",1,"Wzgórza K.",2018-07-09 22:29:00,"6352185295672181166","6351558574044367631","STOPPING",2,NA
43,2018-07-09 22:31:03,2543,"Wańkowicza",5,"Krowodrza Górka",2018-07-09 22:30:00,"6352185295672181172","6351558574044494612","STOPPING",1,5
43,2018-07-09 22:31:05,459,"Kombinat",4,"Bronowice Małe",2018-07-09 22:30:00,"6352185295672181644","6351558574044490511","PREDICTED",1,7
44,2018-07-09 22:31:08,747,"Borek Fałęcki",22,"Kombinat",2018-07-09 22:31:00,"6352185295672180883","6351558574044904207","STOPPING",0,NA
44,2018-07-09 22:31:09,2688,"Norymberska",18,"Czerwone Maki P+R",2018-07-09 22:31:00,"6352185295672181550","6351558574044818195","STOPPING",0,22
44,2018-07-09 22:31:10,584,"Kobierzyńska",22,"Borek Fałęcki",2018-07-09 22:31:00,"6352185295672180856","6351558574044912398","STOPPING",0,29
44,2018-07-09 22:31:11,576,"Kapelanka",52,"Czerwone Maki P+R",2018-07-09 22:31:00,"6352185295672180865","6351558574045063950","STOPPING",0,28
44,2018-07-09 22:31:13,322,"Filharmonia",8,"Bronowice Małe",2018-07-09 22:31:00,"6352185295672181362","6351558574044580628","STOPPING",0,15
44,2018-07-09 22:31:15,2741,"Św.Gertrudy",6,"Salwator",2018-07-09 22:28:00,"6352185295672181043","6351558574044527382","PREDICTED",3,16
44,2018-07-09 22:31:20,89,"Bronowice",8,"Borek Fałęcki",2018-07-09 22:31:00,"6352185295672181348","6351558574044564243","STOPPING",0,4
44,2018-07-09 22:31:24,83,"Urzędnicza",14,"Mistrzejowice",2018-07-09 22:30:00,"6352185295672181541","6351558574044736271","PREDICTED",1,8
44,2018-07-09 22:31:25,73,"Politechnika",3,"Krowodrza Górka",2018-07-09 22:31:00,"6352185295672181363","6351558574044433174","STOPPING",0,20
44,2018-07-09 22:31:26,131,"Dworzec Główny",20,"Cichy Kącik",2018-07-09 22:31:00,"6352185295672181137","6351558574044871448","STOPPING",0,11
44,2018-07-09 22:31:29,634,"Wlotowa",50,"Krowodrza Górka",2018-07-09 22:31:00,"6352185295672181650","6351558574045002523","STOPPING",0,2
44,2018-07-09 22:31:32,623,"Dworcowa",11,"Czerwone Maki P+R",2018-07-09 22:30:00,"6352185295672180955","6351558574044670743","STOPPING",1,5
44,2018-07-09 22:31:34,946,"Klimeckiego",9,"Mistrzejowice",2018-07-09 22:29:00,"6352185295672180984","6351558574044609295","PREDICTED",2,14
44,2018-07-09 22:31:36,125,"Rondo Mogilskie",19,"Borek Fałęcki",2018-07-09 22:30:00,"6352185295672181358","6351558574044834583","PREDICTED",1,4
44,2018-07-09 22:31:36,125,"Rondo Mogilskie",50,"Krowodrza Górka",2018-07-09 22:30:00,"6352185295672181642","6351558574044998428","STOPPING",1,12
44,2018-07-09 22:31:39,408,"Rondo Czyżyńskie",9,"Mistrzejowice",2018-07-09 22:30:00,NA,"6351558574044605199","PLANNED",1,25
45,2018-07-09 22:31:47,126,"Lubicz",4,"Wzgórza K.",2018-07-09 22:31:00,"6352185295672181655","6351558574044474127","STOPPING",0,NA
45,2018-07-09 22:31:48,615,"Sanktuarium Bożego Miłosierdzia",8,"Bronowice Małe",2018-07-09 22:31:00,"6352185295672181347","6351558574044588820","STOPPING",0,4
45,2018-07-09 22:31:49,589,"Ruczaj",52,"Os.Piastów",2018-07-09 22:31:00,"6352185295672181652","6351558574045051663","STOPPING",0,4
45,2018-07-09 22:31:50,610,"Rondo Matecznego",11,"Mały Płaszów",2018-07-09 22:31:00,"6352185295672180971","6351558574044678934","STOPPING",0,12
45,2018-07-09 22:31:53,358,"Starowiślna",1,"Salwator",2018-07-09 22:31:00,"6352185295672181165","6351558574044400401","STOPPING",0,25
45,2018-07-09 22:31:54,78,"Batorego",13,"Nowy Bieżanów P+R",2018-07-09 22:30:00,NA,"6351558574044691218","PLANNED",1,7
45,2018-07-09 22:31:55,70,"Dworzec Towarowy",50,"Prokocim",2018-07-09 22:31:00,"6352185295672181646","6351558574045023004","STOPPING",0,4
45,2018-07-09 22:31:56,634,"Wlotowa",9,"Nowy Bieżanów P+R",2018-07-09 22:30:00,NA,"6351558574044617486","PLANNED",1,30
45,2018-07-09 22:31:57,3175,"Nowy Bieżanów P+R",9,"Mistrzejowice",2018-07-09 22:30:00,NA,"6351558574044613391","PLANNED",1,1
45,2018-07-09 22:31:58,624,"Kabel",24,"Kurdwanów P+R",2018-07-09 22:30:00,NA,"6351558574044936979","PLANNED",1,22
45,2018-07-09 22:31:58,570,"Plac Bohaterów Getta",3,"Nowy Bieżanów P+R",2018-07-09 22:31:00,"6352185295672181346","6351558574044420887","STOPPING",0,12
45,2018-07-09 22:32:00,125,"Rondo Mogilskie",9,"Nowy Bieżanów P+R",2018-07-09 22:32:00,"6352185295672180962","6351558574044621583","STOPPING",0,20
45,2018-07-09 22:32:01,2871,"TAURON Arena Kraków Al. Pokoju",1,"Wzgórza K.",2018-07-09 22:30:00,"6352185295672181020","6351558574044375825","STOPPING",2,NA
