"index","time_stamp","stop","number","direction","plannedTime","vehicleId","tripId","status"
51,2018-07-09 22:34:08,3032,"14","Bronowice Małe",2018-07-09 22:32:00,"6352185295672180840","6351558574044744462","STOPPING"
51,2018-07-09 22:34:09,131,"52","Os.Piastów",2018-07-09 22:34:00,"6352185295672181660","6351558574045043469","STOPPING"
51,2018-07-09 22:34:10,716,"6","Kurdwanów P+R",2018-07-09 22:31:00,"6352185295672181195","6351558574044543766","STOPPING"
51,2018-07-09 22:34:11,3158,"3","Nowy Bieżanów P+R",2018-07-09 22:34:00,"6352185295672181346","6351558574044420887","STOPPING"
51,2018-07-09 22:34:13,125,"4","Wzgórza K.",2018-07-09 22:33:00,"6352185295672181655","6351558574044474127","STOPPING"
51,2018-07-09 22:34:15,377,"14","Bronowice Małe",2018-07-09 22:33:00,"6352185295672181547","6351558574044752655","STOPPING"
51,2018-07-09 22:34:16,392,"14","Mistrzejowice",2018-07-09 22:34:00,"6352185295672180894","6351558574044760845","STOPPING"
51,2018-07-09 22:34:17,2745,"52","Czerwone Maki P+R",2018-07-09 22:33:00,"6352185295672181638","6351558574045080335","STOPPING"
51,2018-07-09 22:34:17,2543,"1","Wzgórza K.",2018-07-09 22:32:00,"6352185295672181166","6351558574044367631","STOPPING"
51,2018-07-09 22:34:18,449,"10","Kopiec Wandy",2018-07-09 22:33:00,"6352185295672180851","6351558574044642067","PREDICTED"
52,2018-07-09 22:34:23,84,"4","Bronowice Małe",2018-07-09 22:33:00,"6352185295672181647","6351558574044482319","STOPPING"
52,2018-07-09 22:34:24,922,"8","Bronowice Małe",2018-07-09 22:34:00,"6352185295672181347","6351558574044588820","STOPPING"
52,2018-07-09 22:34:27,2741,"18","Czerwone Maki P+R",2018-07-09 22:33:00,"6352185295672181560","6351558574044781331","STOPPING"
52,2018-07-09 22:34:28,88,"8","Borek Fałęcki",2018-07-09 22:34:00,"6352185295672181348","6351558574044564243","STOPPING"
52,2018-07-09 22:34:30,70,"3","Krowodrza Górka",2018-07-09 22:33:00,"6352185295672181363","6351558574044433174","STOPPING"
52,2018-07-09 22:34:30,3036,"18","Krowodrza Górka",2018-07-09 22:32:00,"6352185295672181552","6351558574044793620","STOPPING"
52,2018-07-09 22:34:32,621,"3","Krowodrza Górka",2018-07-09 22:33:00,"6352185295672181339","6351558574044441367","PREDICTED"
52,2018-07-09 22:34:33,365,"19","Borek Fałęcki",2018-07-09 22:33:00,"6352185295672181358","6351558574044834583","PREDICTED"
52,2018-07-09 22:34:33,365,"20","Mały Płaszów",2018-07-09 22:33:00,"6352185295672181154","6351558574044855066","STOPPING"
52,2018-07-09 22:34:34,370,"22","Borek Fałęcki",2018-07-09 22:33:00,"6352185295672180886","6351558574044916495","PREDICTED"
52,2018-07-09 22:34:35,130,"4","Bronowice Małe",2018-07-09 22:33:00,"6352185295672181665","6351558574044486414","STOPPING"
52,2018-07-09 22:34:38,2744,"9","Nowy Bieżanów P+R",2018-07-09 22:34:00,"6352185295672180943","6351558574044625679","STOPPING"
52,2018-07-09 22:34:38,418,"21","Kopiec Wandy",2018-07-09 22:33:00,NA,"6351558574044883747","PLANNED"
52,2018-07-09 22:34:38,418,"5","Wzgórza K.",2018-07-09 22:33:00,NA,"6351558574044502803","PLANNED"
52,2018-07-09 22:34:39,423,"4","Wzgórza K.",2018-07-09 22:34:00,"6352185295672181658","6351558574044470031","STOPPING"
53,2018-07-09 22:34:44,2821,"19","Borek Fałęcki",2018-07-09 22:33:00,NA,"6351558574044830486","PLANNED"
53,2018-07-09 22:34:45,320,"20","Mały Płaszów",2018-07-09 22:34:00,"6352185295672181153","6351558574044863257","PREDICTED"
53,2018-07-09 22:34:45,2687,"52","Os.Piastów",2018-07-09 22:34:00,"6352185295672181652","6351558574045051663","STOPPING"
53,2018-07-09 22:34:45,584,"52","Czerwone Maki P+R",2018-07-09 22:34:00,"6352185295672180865","6351558574045063950","STOPPING"
53,2018-07-09 22:34:47,360,"8","Borek Fałęcki",2018-07-09 22:33:00,"6352185295672181351","6351558574044601105","PREDICTED"
53,2018-07-09 22:34:49,1360,"1","Wzgórza K.",2018-07-09 22:33:00,NA,"6351558574044384017","PLANNED"
53,2018-07-09 22:34:50,136,"24","Kurdwanów P+R",2018-07-09 22:34:00,"6352185295672181055","6351558574044953362","STOPPING"
53,2018-07-09 22:34:51,61,"3","Nowy Bieżanów P+R",2018-07-09 22:33:00,NA,"6351558574044424983","PLANNED"
53,2018-07-09 22:34:51,78,"14","Mistrzejowice",2018-07-09 22:33:00,"6352185295672181541","6351558574044736271","STOPPING"
53,2018-07-09 22:34:51,73,"50","Krowodrza Górka",2018-07-09 22:33:00,"6352185295672181642","6351558574044998428","STOPPING"
53,2018-07-09 22:34:52,718,"24","Bronowice Małe",2018-07-09 22:34:00,"6352185295672181042","6351558574044928787","PREDICTED"
53,2018-07-09 22:34:53,630,"24","Kurdwanów P+R",2018-07-09 22:33:00,NA,"6351558574044936979","PLANNED"
53,2018-07-09 22:34:53,682,"9","Nowy Bieżanów P+R",2018-07-09 22:33:00,NA,"6351558574044617486","PLANNED"
53,2018-07-09 22:34:53,681,"9","Mistrzejowice",2018-07-09 22:33:00,NA,"6351558574044613391","PLANNED"
53,2018-07-09 22:34:55,367,"22","Kombinat",2018-07-09 22:33:00,NA,"6351558574044900111","PLANNED"
53,2018-07-09 22:34:57,930,"14","Bronowice Małe",2018-07-09 22:34:00,"6352185295672181549","6351558574044748559","PREDICTED"
53,2018-07-09 22:34:58,3041,"1","Wzgórza K.",2018-07-09 22:34:00,"6352185295672181020","6351558574044375825","PREDICTED"
53,2018-07-09 22:34:58,3041,"1","Salwator",2018-07-09 22:34:00,"6352185295672181140","6351558574044404496","PREDICTED"
54,2018-07-09 22:35:10,325,"10","Łagiewniki",2018-07-09 22:35:00,"6352185295672180839","6351558574044658452","STOPPING"
54,2018-07-09 22:35:11,135,"4","Kombinat",2018-07-09 22:35:00,"6352185295672181668","6351558574044478223","STOPPING"
54,2018-07-09 22:35:12,78,"8","Bronowice Małe",2018-07-09 22:34:00,"6352185295672181362","6351558574044580628","STOPPING"
54,2018-07-09 22:35:13,1173,"50","Prokocim",2018-07-09 22:34:00,"6352185295672181646","6351558574045023004","STOPPING"
54,2018-07-09 22:35:15,621,"3","Nowy Bieżanów P+R",2018-07-09 22:35:00,"6352185295672181346","6351558574044420887","STOPPING"
54,2018-07-09 22:35:15,624,"50","Krowodrza Górka",2018-07-09 22:34:00,"6352185295672181650","6351558574045002523","STOPPING"
54,2018-07-09 22:35:15,624,"13","Nowy Bieżanów P+R",2018-07-09 22:34:00,"6352185295672181345","6351558574044683027","PREDICTED"
54,2018-07-09 22:35:16,623,"6","Salwator",2018-07-09 22:33:00,"6352185295672181196","6351558574044535575","PREDICTED"
54,2018-07-09 22:35:17,946,"20","Cichy Kącik",2018-07-09 22:35:00,"6352185295672181161","6351558574044846874","STOPPING"
54,2018-07-09 22:35:17,365,"9","Nowy Bieżanów P+R",2018-07-09 22:35:00,"6352185295672180962","6351558574044621583","STOPPING"
54,2018-07-09 22:35:18,125,"52","Czerwone Maki P+R",2018-07-09 22:34:00,"6352185295672181637","6351558574045072141","STOPPING"
54,2018-07-09 22:35:19,3033,"14","Mistrzejowice",2018-07-09 22:34:00,"6352185295672180864","6351558574044732175","STOPPING"
54,2018-07-09 22:35:20,2811,"10","Kopiec Wandy",2018-07-09 22:33:00,"6352185295672180897","6351558574044646163","PREDICTED"
54,2018-07-09 22:35:21,383,"14","Bronowice Małe",2018-07-09 22:34:00,"6352185295672181547","6351558574044752655","STOPPING"
54,2018-07-09 22:35:22,2745,"5","Krowodrza Górka",2018-07-09 22:35:00,"6352185295672181172","6351558574044494612","STOPPING"
54,2018-07-09 22:35:22,418,"52","Czerwone Maki P+R",2018-07-09 22:34:00,"6352185295672181638","6351558574045080335","STOPPING"
55,2018-07-09 22:35:29,611,"8","Bronowice Małe",2018-07-09 22:35:00,"6352185295672181347","6351558574044588820","STOPPING"
55,2018-07-09 22:35:30,960,"20","Mały Płaszów",2018-07-09 22:35:00,"6352185295672181153","6351558574044863257","PREDICTED"
55,2018-07-09 22:35:31,360,"10","Kopiec Wandy",2018-07-09 22:35:00,"6352185295672180852","6351558574044650259","STOPPING"
55,2018-07-09 22:35:31,2741,"18","Krowodrza Górka",2018-07-09 22:35:00,"6352185295672181551","6351558574044801812","STOPPING"
55,2018-07-09 22:35:32,88,"4","Bronowice Małe",2018-07-09 22:34:00,"6352185295672181647","6351558574044482319","STOPPING"
55,2018-07-09 22:35:35,630,"50","Prokocim",2018-07-09 22:33:00,"6352185295672181641","6351558574045014810","STOPPING"
55,2018-07-09 22:35:36,3158,"11","Czerwone Maki P+R",2018-07-09 22:34:00,"6352185295672180955","6351558574044670743","STOPPING"
55,2018-07-09 22:35:38,368,"22","Kombinat",2018-07-09 22:34:00,NA,"6351558574044900111","PLANNED"
55,2018-07-09 22:35:39,129,"4","Bronowice Małe",2018-07-09 22:35:00,"6352185295672181665","6351558574044486414","PREDICTED"
55,2018-07-09 22:35:41,408,"10","Łagiewniki",2018-07-09 22:34:00,"6352185295672180893","6351558574044637972","STOPPING"
55,2018-07-09 22:35:42,413,"9","Nowy Bieżanów P+R",2018-07-09 22:35:00,"6352185295672180943","6351558574044625679","STOPPING"
55,2018-07-09 22:35:45,442,"1","Salwator",2018-07-09 22:34:00,NA,"6351558574044359441","PLANNED"
56,2018-07-09 22:35:48,3038,"11","Mały Płaszów",2018-07-09 22:35:00,"6352185295672180961","6351558574044662551","STOPPING"
56,2018-07-09 22:35:49,615,"19","Borek Fałęcki",2018-07-09 22:34:00,NA,"6351558574044830486","PLANNED"
56,2018-07-09 22:35:49,615,"22","Kombinat",2018-07-09 22:35:00,"6352185295672180883","6351558574044904207","STOPPING"
56,2018-07-09 22:35:50,2688,"11","Czerwone Maki P+R",2018-07-09 22:35:00,"6352185295672180970","6351558574044666647","STOPPING"
56,2018-07-09 22:35:51,922,"22","Borek Fałęcki",2018-07-09 22:35:00,"6352185295672180856","6351558574044912398","PREDICTED"
56,2018-07-09 22:35:52,319,"2","Cm. Rakowicki",2018-07-09 22:35:00,"6352185295672181147","6351558574044412709","STOPPING"
56,2018-07-09 22:35:52,322,"13","Nowy Bieżanów P+R",2018-07-09 22:34:00,NA,"6351558574044691218","PLANNED"
56,2018-07-09 22:35:53,325,"18","Czerwone Maki P+R",2018-07-09 22:35:00,"6352185295672181560","6351558574044781331","STOPPING"
56,2018-07-09 22:35:54,61,"18","Krowodrza Górka",2018-07-09 22:33:00,"6352185295672181552","6351558574044793620","STOPPING"
56,2018-07-09 22:35:54,63,"18","Czerwone Maki P+R",2018-07-09 22:34:00,"6352185295672181540","6351558574044789523","STOPPING"
56,2018-07-09 22:35:55,131,"24","Kurdwanów P+R",2018-07-09 22:34:00,NA,"6351558574044945171","PLANNED"
56,2018-07-09 22:35:56,3036,"3","Nowy Bieżanów P+R",2018-07-09 22:34:00,NA,"6351558574044424983","PLANNED"
56,2018-07-09 22:35:56,3036,"3","Krowodrza Górka",2018-07-09 22:35:00,"6352185295672181363","6351558574044433174","PREDICTED"
56,2018-07-09 22:35:57,632,"24","Kurdwanów P+R",2018-07-09 22:34:00,NA,"6351558574044936979","PLANNED"
56,2018-07-09 22:35:59,1154,"20","Mały Płaszów",2018-07-09 22:34:00,"6352185295672181154","6351558574044855066","PREDICTED"
56,2018-07-09 22:36:00,369,"22","Borek Fałęcki",2018-07-09 22:34:00,"6352185295672180886","6351558574044916495","STOPPING"
56,2018-07-09 22:36:00,129,"4","Wzgórza K.",2018-07-09 22:34:00,"6352185295672181655","6351558574044474127","STOPPING"
56,2018-07-09 22:36:04,2539,"14","Mistrzejowice",2018-07-09 22:36:00,"6352185295672180894","6351558574044760845","PREDICTED"
56,2018-07-09 22:36:04,418,"5","Krowodrza Górka",2018-07-09 22:36:00,"6352185295672181172","6351558574044494612","PREDICTED"
57,2018-07-09 22:36:13,311,"2","Salwator",2018-07-09 22:33:00,"6352185295672181168","6351558574044416804","STOPPING"
57,2018-07-09 22:36:14,571,"6","Kurdwanów P+R",2018-07-09 22:36:00,"6352185295672181198","6351558574044551956","STOPPING"
57,2018-07-09 22:36:17,1360,"13","Bronowice",2018-07-09 22:35:00,"6352185295672181349","6351558574044707602","STOPPING"
57,2018-07-09 22:36:17,358,"24","Bronowice Małe",2018-07-09 22:36:00,"6352185295672181038","6351558574044969747","STOPPING"
57,2018-07-09 22:36:17,363,"19","Borek Fałęcki",2018-07-09 22:35:00,"6352185295672181358","6351558574044834583","PREDICTED"
57,2018-07-09 22:36:19,77,"14","Bronowice Małe",2018-07-09 22:35:00,"6352185295672180840","6351558574044744462","STOPPING"
57,2018-07-09 22:36:19,77,"14","Mistrzejowice",2018-07-09 22:35:00,"6352185295672181541","6351558574044736271","STOPPING"
57,2018-07-09 22:36:20,715,"6","Kurdwanów P+R",2018-07-09 22:32:00,"6352185295672181195","6351558574044543766","PREDICTED"
57,2018-07-09 22:36:20,715,"24","Bronowice Małe",2018-07-09 22:35:00,"6352185295672181042","6351558574044928787","PREDICTED"
57,2018-07-09 22:36:22,3158,"3","Krowodrza Górka",2018-07-09 22:35:00,"6352185295672181339","6351558574044441367","STOPPING"
57,2018-07-09 22:36:23,365,"9","Mistrzejowice",2018-07-09 22:34:00,"6352185295672180984","6351558574044609295","STOPPING"
57,2018-07-09 22:36:26,2871,"14","Bronowice Małe",2018-07-09 22:35:00,"6352185295672181549","6351558574044748559","PREDICTED"
57,2018-07-09 22:36:26,2871,"14","Mistrzejowice",2018-07-09 22:35:00,"6352185295672180864","6351558574044732175","STOPPING"
57,2018-07-09 22:36:29,434,"1","Wzgórza K.",2018-07-09 22:34:00,"6352185295672181166","6351558574044367631","STOPPING"
58,2018-07-09 22:36:34,126,"52","Os.Piastów",2018-07-09 22:36:00,"6352185295672181660","6351558574045043469","STOPPING"
58,2018-07-09 22:36:38,1360,"13","Nowy Bieżanów P+R",2018-07-09 22:35:00,NA,"6351558574044691218","PLANNED"
58,2018-07-09 22:36:39,357,"1","Wzgórza K.",2018-07-09 22:35:00,NA,"6351558574044384017","PLANNED"
58,2018-07-09 22:36:39,133,"24","Kurdwanów P+R",2018-07-09 22:36:00,"6352185295672181055","6351558574044953362","STOPPING"
58,2018-07-09 22:36:42,634,"50","Prokocim",2018-07-09 22:34:00,"6352185295672181641","6351558574045014810","PREDICTED"
58,2018-07-09 22:36:42,682,"9","Mistrzejowice",2018-07-09 22:35:00,NA,"6351558574044613391","PLANNED"
58,2018-07-09 22:36:43,681,"9","Nowy Bieżanów P+R",2018-07-09 22:35:00,NA,"6351558574044617486","PLANNED"
58,2018-07-09 22:36:43,624,"13","Bronowice",2018-07-09 22:36:00,"6352185295672181340","6351558574044715795","STOPPING"
58,2018-07-09 22:36:44,569,"11","Czerwone Maki P+R",2018-07-09 22:36:00,"6352185295672180955","6351558574044670743","STOPPING"
58,2018-07-09 22:36:44,946,"20","Mały Płaszów",2018-07-09 22:35:00,"6352185295672181154","6351558574044855066","PREDICTED"
58,2018-07-09 22:36:45,368,"22","Borek Fałęcki",2018-07-09 22:35:00,"6352185295672180886","6351558574044916495","PREDICTED"
58,2018-07-09 22:36:45,369,"22","Kombinat",2018-07-09 22:35:00,NA,"6351558574044900111","PLANNED"
58,2018-07-09 22:36:45,129,"5","Wzgórza K.",2018-07-09 22:33:00,"6352185295672181187","6351558574044506899","STOPPING"
58,2018-07-09 22:36:49,113,"10","Kopiec Wandy",2018-07-09 22:35:00,"6352185295672180897","6351558574044646163","PREDICTED"
58,2018-07-09 22:36:49,407,"10","Łagiewniki",2018-07-09 22:35:00,"6352185295672180893","6351558574044637972","STOPPING"
58,2018-07-09 22:36:50,388,"14","Bronowice Małe",2018-07-09 22:36:00,"6352185295672181547","6351558574044752655","STOPPING"
58,2018-07-09 22:36:52,2685,"1","Salwator",2018-07-09 22:35:00,NA,"6351558574044359441","PLANNED"
59,2018-07-09 22:37:01,359,"10","Kopiec Wandy",2018-07-09 22:37:00,"6352185295672180852","6351558574044650259","STOPPING"
59,2018-07-09 22:37:02,1360,"18","Krowodrza Górka",2018-07-09 22:37:00,"6352185295672181551","6351558574044801812","STOPPING"
59,2018-07-09 22:37:02,357,"24","Bronowice Małe",2018-07-09 22:37:00,"6352185295672181038","6351558574044969747","PREDICTED"
59,2018-07-09 22:37:03,362,"19","Dworzec Tow.",2018-07-09 22:37:00,"6352185295672181160","6351558574044822294","STOPPING"
59,2018-07-09 22:37:03,1049,"4","Bronowice Małe",2018-07-09 22:35:00,"6352185295672181647","6351558574044482319","PREDICTED"
59,2018-07-09 22:37:05,79,"8","Bronowice Małe",2018-07-09 22:36:00,"6352185295672181362","6351558574044580628","STOPPING"
59,2018-07-09 22:37:05,83,"8","Borek Fałęcki",2018-07-09 22:37:00,"6352185295672181348","6351558574044564243","STOPPING"
59,2018-07-09 22:37:06,70,"50","Krowodrza Górka",2018-07-09 22:35:00,"6352185295672181642","6351558574044998428","STOPPING"
59,2018-07-09 22:37:06,630,"13","Nowy Bieżanów P+R",2018-07-09 22:37:00,"6352185295672181345","6351558574044683027","PREDICTED"
59,2018-07-09 22:37:08,623,"3","Nowy Bieżanów P+R",2018-07-09 22:37:00,"6352185295672181346","6351558574044420887","STOPPING"
59,2018-07-09 22:37:09,1154,"9","Nowy Bieżanów P+R",2018-07-09 22:36:00,"6352185295672180962","6351558574044621583","PREDICTED"
59,2018-07-09 22:37:11,130,"4","Wzgórza K.",2018-07-09 22:36:00,"6352185295672181655","6351558574044474127","PREDICTED"
59,2018-07-09 22:37:12,930,"1","Salwator",2018-07-09 22:36:00,"6352185295672181140","6351558574044404496","PREDICTED"
59,2018-07-09 22:37:13,409,"1","Wzgórza K.",2018-07-09 22:35:00,"6352185295672181020","6351558574044375825","STOPPING"
59,2018-07-09 22:37:14,2538,"9","Nowy Bieżanów P+R",2018-07-09 22:37:00,"6352185295672180978","6351558574044629775","STOPPING"
60,2018-07-09 22:37:20,126,"52","Czerwone Maki P+R",2018-07-09 22:36:00,"6352185295672181637","6351558574045072141","STOPPING"
60,2018-07-09 22:37:21,2821,"22","Borek Fałęcki",2018-07-09 22:37:00,"6352185295672180856","6351558574044912398","PREDICTED"
60,2018-07-09 22:37:22,2688,"18","Krowodrza Górka",2018-07-09 22:37:00,"6352185295672181548","6351558574044810004","STOPPING"
60,2018-07-09 22:37:22,571,"8","Borek Fałęcki",2018-07-09 22:35:00,"6352185295672181351","6351558574044601105","PREDICTED"
60,2018-07-09 22:37:22,2686,"52","Czerwone Maki P+R",2018-07-09 22:36:00,"6352185295672180865","6351558574045063950","STOPPING"
60,2018-07-09 22:37:25,322,"13","Bronowice",2018-07-09 22:37:00,"6352185295672181349","6351558574044707602","STOPPING"
60,2018-07-09 22:37:25,359,"18","Czerwone Maki P+R",2018-07-09 22:37:00,"6352185295672181560","6351558574044781331","STOPPING"
60,2018-07-09 22:37:27,136,"4","Kombinat",2018-07-09 22:36:00,"6352185295672181668","6351558574044478223","STOPPING"
60,2018-07-09 22:37:28,61,"18","Czerwone Maki P+R",2018-07-09 22:35:00,"6352185295672181540","6351558574044789523","STOPPING"
60,2018-07-09 22:37:28,61,"3","Krowodrza Górka",2018-07-09 22:36:00,"6352185295672181363","6351558574044433174","STOPPING"
60,2018-07-09 22:37:30,718,"6","Kurdwanów P+R",2018-07-09 22:34:00,"6352185295672181195","6351558574044543766","STOPPING"
60,2018-07-09 22:37:30,716,"24","Bronowice Małe",2018-07-09 22:36:00,"6352185295672181042","6351558574044928787","PREDICTED"
60,2018-07-09 22:37:33,621,"6","Salwator",2018-07-09 22:35:00,"6352185295672181196","6351558574044535575","PREDICTED"
60,2018-07-09 22:37:33,2870,"50","Krowodrza Górka",2018-07-09 22:37:00,"6352185295672181650","6351558574045002523","STOPPING"
60,2018-07-09 22:37:34,946,"9","Nowy Bieżanów P+R",2018-07-09 22:37:00,"6352185295672180962","6351558574044621583","PREDICTED"
60,2018-07-09 22:37:35,367,"22","Borek Fałęcki",2018-07-09 22:36:00,"6352185295672180886","6351558574044916495","PREDICTED"
60,2018-07-09 22:37:36,125,"50","Prokocim",2018-07-09 22:36:00,"6352185295672181646","6351558574045023004","STOPPING"
60,2018-07-09 22:37:36,125,"4","Bronowice Małe",2018-07-09 22:37:00,"6352185295672181665","6351558574044486414","STOPPING"
60,2018-07-09 22:37:37,3033,"14","Bronowice Małe",2018-07-09 22:36:00,"6352185295672181549","6351558574044748559","STOPPING"
60,2018-07-09 22:37:39,2744,"22","Borek Fałęcki",2018-07-09 22:36:00,NA,"6351558574044920591","PLANNED"
60,2018-07-09 22:37:39,2744,"21","Kopiec Wandy",2018-07-09 22:36:00,NA,"6351558574044883747","PLANNED"
60,2018-07-09 22:37:39,2744,"9","Mistrzejowice",2018-07-09 22:36:00,NA,"6351558574044605199","PLANNED"
60,2018-07-09 22:37:39,2745,"5","Wzgórza K.",2018-07-09 22:36:00,NA,"6351558574044502803","PLANNED"
60,2018-07-09 22:37:40,423,"4","Bronowice Małe",2018-07-09 22:36:00,"6352185295672181644","6351558574044490511","STOPPING"
60,2018-07-09 22:37:41,435,"1","Salwator",2018-07-09 22:36:00,NA,"6351558574044359441","PLANNED"
60,2018-07-09 22:37:41,435,"1","Wzgórza K.",2018-07-09 22:35:00,"6352185295672181166","6351558574044367631","STOPPING"
61,2018-07-09 22:37:45,2691,"11","Mały Płaszów",2018-07-09 22:36:00,"6352185295672180961","6351558574044662551","STOPPING"
61,2018-07-09 22:37:46,746,"19","Borek Fałęcki",2018-07-09 22:36:00,NA,"6351558574044830486","PLANNED"
61,2018-07-09 22:37:47,584,"52","Os.Piastów",2018-07-09 22:37:00,"6352185295672181652","6351558574045051663","STOPPING"
61,2018-07-09 22:37:48,610,"8","Bronowice Małe",2018-07-09 22:37:00,"6352185295672181347","6351558574044588820","STOPPING"
61,2018-07-09 22:37:48,3141,"20","Mały Płaszów",2018-07-09 22:37:00,"6352185295672181153","6351558574044863257","STOPPING"
61,2018-07-09 22:37:49,319,"6","Salwator",2018-07-09 22:34:00,"6352185295672181043","6351558574044527382","PREDICTED"
61,2018-07-09 22:37:50,357,"24","Kurdwanów P+R",2018-07-09 22:36:00,NA,"6351558574044945171","PLANNED"
61,2018-07-09 22:37:51,358,"19","Borek Fałęcki",2018-07-09 22:37:00,"6352185295672181358","6351558574044834583","PREDICTED"
61,2018-07-09 22:37:51,89,"24","Kurdwanów P+R",2018-07-09 22:37:00,"6352185295672181055","6351558574044953362","PREDICTED"
61,2018-07-09 22:37:52,78,"14","Bronowice Małe",2018-07-09 22:36:00,"6352185295672180840","6351558574044744462","PREDICTED"
61,2018-07-09 22:37:54,716,"24","Kurdwanów P+R",2018-07-09 22:36:00,NA,"6351558574044936979","PLANNED"
61,2018-07-09 22:37:55,637,"9","Mistrzejowice",2018-07-09 22:36:00,NA,"6351558574044613391","PLANNED"
61,2018-07-09 22:37:55,2582,"9","Nowy Bieżanów P+R",2018-07-09 22:36:00,NA,"6351558574044617486","PLANNED"
61,2018-07-09 22:37:57,370,"22","Kombinat",2018-07-09 22:36:00,NA,"6351558574044900111","PLANNED"
61,2018-07-09 22:37:59,130,"5","Wzgórza K.",2018-07-09 22:35:00,"6352185295672181187","6351558574044506899","STOPPING"
61,2018-07-09 22:37:59,930,"14","Mistrzejowice",2018-07-09 22:37:00,"6352185295672180864","6351558574044732175","STOPPING"
61,2018-07-09 22:38:00,2871,"1","Salwator",2018-07-09 22:37:00,"6352185295672181140","6351558574044404496","PREDICTED"
61,2018-07-09 22:38:00,112,"10","Łagiewniki",2018-07-09 22:36:00,"6352185295672180893","6351558574044637972","PREDICTED"
61,2018-07-09 22:38:01,377,"9","Nowy Bieżanów P+R",2018-07-09 22:38:00,"6352185295672180978","6351558574044629775","PREDICTED"
61,2018-07-09 22:38:02,2539,"14","Bronowice Małe",2018-07-09 22:38:00,"6352185295672181547","6351558574044752655","PREDICTED"
61,2018-07-09 22:38:02,2744,"52","Czerwone Maki P+R",2018-07-09 22:37:00,"6352185295672181638","6351558574045080335","STOPPING"
62,2018-07-09 22:38:08,2690,"11","Czerwone Maki P+R",2018-07-09 22:38:00,"6352185295672180970","6351558574044666647","STOPPING"
62,2018-07-09 22:38:12,321,"20","Cichy Kącik",2018-07-09 22:38:00,"6352185295672181137","6351558574044871448","STOPPING"
62,2018-07-09 22:38:16,3032,"14","Mistrzejowice",2018-07-09 22:38:00,"6352185295672181541","6351558574044736271","PREDICTED"
62,2018-07-09 22:38:20,570,"3","Krowodrza Górka",2018-07-09 22:38:00,"6352185295672181339","6351558574044441367","STOPPING"
62,2018-07-09 22:38:25,112,"10","Kopiec Wandy",2018-07-09 22:37:00,"6352185295672180897","6351558574044646163","PREDICTED"
62,2018-07-09 22:38:27,2685,"1","Wzgórza K.",2018-07-09 22:36:00,"6352185295672181166","6351558574044367631","STOPPING"
63,2018-07-09 22:38:32,615,"22","Borek Fałęcki",2018-07-09 22:38:00,"6352185295672180856","6351558574044912398","STOPPING"
63,2018-07-09 22:38:35,313,"6","Salwator",2018-07-09 22:35:00,"6352185295672181043","6351558574044527382","PREDICTED"
63,2018-07-09 22:38:36,2741,"13","Nowy Bieżanów P+R",2018-07-09 22:37:00,NA,"6351558574044691218","PLANNED"
63,2018-07-09 22:38:37,89,"4","Bronowice Małe",2018-07-09 22:37:00,"6352185295672181647","6351558574044482319","PREDICTED"
63,2018-07-09 22:38:40,70,"3","Nowy Bieżanów P+R",2018-07-09 22:37:00,NA,"6351558574044424983","PLANNED"
63,2018-07-09 22:38:40,715,"24","Kurdwanów P+R",2018-07-09 22:37:00,NA,"6351558574044936979","PLANNED"
63,2018-07-09 22:38:41,632,"24","Bronowice Małe",2018-07-09 22:38:00,"6352185295672181042","6351558574044928787","PREDICTED"
63,2018-07-09 22:38:41,634,"9","Mistrzejowice",2018-07-09 22:37:00,NA,"6351558574044613391","PLANNED"
63,2018-07-09 22:38:41,634,"13","Nowy Bieżanów P+R",2018-07-09 22:38:00,"6352185295672181345","6351558574044683027","PREDICTED"
63,2018-07-09 22:38:43,3158,"11","Mały Płaszów",2018-07-09 22:38:00,"6352185295672180971","6351558574044678934","STOPPING"
63,2018-07-09 22:38:43,623,"13","Bronowice",2018-07-09 22:38:00,"6352185295672181340","6351558574044715795","STOPPING"
63,2018-07-09 22:38:45,370,"14","Bronowice Małe",2018-07-09 22:38:00,"6352185295672181549","6351558574044748559","STOPPING"
63,2018-07-09 22:38:45,567,"20","Mały Płaszów",2018-07-09 22:37:00,"6352185295672181154","6351558574044855066","STOPPING"
63,2018-07-09 22:38:47,3033,"22","Kombinat",2018-07-09 22:37:00,NA,"6351558574044900111","PLANNED"
63,2018-07-09 22:38:49,413,"22","Borek Fałęcki",2018-07-09 22:37:00,NA,"6351558574044920591","PLANNED"
63,2018-07-09 22:38:50,418,"9","Mistrzejowice",2018-07-09 22:37:00,NA,"6351558574044605199","PLANNED"
63,2018-07-09 22:38:50,420,"5","Wzgórza K.",2018-07-09 22:37:00,NA,"6351558574044502803","PLANNED"
63,2018-07-09 22:38:50,434,"1","Salwator",2018-07-09 22:37:00,NA,"6351558574044359441","PLANNED"
64,2018-07-09 22:38:55,2690,"11","Mały Płaszów",2018-07-09 22:38:00,"6352185295672180961","6351558574044662551","STOPPING"
64,2018-07-09 22:38:56,824,"19","Borek Fałęcki",2018-07-09 22:37:00,NA,"6351558574044830486","PLANNED"
64,2018-07-09 22:38:58,922,"22","Kombinat",2018-07-09 22:38:00,"6352185295672180883","6351558574044904207","STOPPING"
64,2018-07-09 22:38:58,572,"8","Borek Fałęcki",2018-07-09 22:36:00,"6352185295672181351","6351558574044601105","PREDICTED"
